rank,id,round,score,exact,under,over,extremeOver,totalOnsets,parameters
700,r009-0010-26cb4c48,9,66,4,5,5,0,117,"{""relativeReattackFactor"":3.487104,""relativeReattackMinDelta"":0.010372,""relativeFluxFactor"":1.491872,""spectralNoveltyRatio"":3.500024,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.66266,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.070317,""analyzeIntervalMs"":40}"
701,r009-0014-933fe91d,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.390057,""relativeReattackMinDelta"":0.011478,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.581154,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.695451,""cooldownOverrideMinFlux"":0.028496,""cooldownOverrideMinBandRatio"":0.066941,""analyzeIntervalMs"":40}"
702,r009-0015-fee3e833,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.475303,""relativeReattackMinDelta"":0.010227,""relativeFluxFactor"":1.419271,""spectralNoveltyRatio"":3.28939,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.691977,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.072546,""analyzeIntervalMs"":40}"
703,r009-0016-afaeac45,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.398398,""relativeReattackMinDelta"":0.01111,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.530096,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.601651,""cooldownOverrideMinFlux"":0.029803,""cooldownOverrideMinBandRatio"":0.068015,""analyzeIntervalMs"":40}"
704,r009-0019-3be240ac,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.396441,""relativeReattackMinDelta"":0.010565,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.354096,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.678363,""cooldownOverrideMinFlux"":0.029642,""cooldownOverrideMinBandRatio"":0.069607,""analyzeIntervalMs"":40}"
705,r009-0021-c4ae3a57,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.398354,""relativeReattackMinDelta"":0.011922,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.238852,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.622367,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069362,""analyzeIntervalMs"":40}"
706,r009-0022-4d6adb35,9,66,4,5,5,0,118,"{""relativeReattackFactor"":3.502148,""relativeReattackMinDelta"":0.010573,""relativeFluxFactor"":1.617526,""spectralNoveltyRatio"":3.692237,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.550763,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.067376,""analyzeIntervalMs"":40}"
707,r009-0031-cbaaa71b,9,66,4,5,5,0,119,"{""relativeReattackFactor"":3.487557,""relativeReattackMinDelta"":0.011057,""relativeFluxFactor"":1.435341,""spectralNoveltyRatio"":3.240008,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.56634,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.064791,""analyzeIntervalMs"":40}"
708,r009-0032-f8db20fd,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.418313,""relativeReattackMinDelta"":0.010441,""relativeFluxFactor"":1.419027,""spectralNoveltyRatio"":3.494482,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.453393,""cooldownOverrideMinFlux"":0.028985,""cooldownOverrideMinBandRatio"":0.065297,""analyzeIntervalMs"":40}"
709,r009-0038-bf0183b1,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.507737,""relativeReattackMinDelta"":0.011609,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.044899,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.621902,""cooldownOverrideMinFlux"":0.029806,""cooldownOverrideMinBandRatio"":0.067958,""analyzeIntervalMs"":40}"
710,r009-0049-77125201,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.50049,""relativeReattackMinDelta"":0.01067,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.621639,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.513648,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069903,""analyzeIntervalMs"":40}"
711,r009-0050-f9e39a88,9,66,4,5,5,0,118,"{""relativeReattackFactor"":3.449664,""relativeReattackMinDelta"":0.00924,""relativeFluxFactor"":1.587994,""spectralNoveltyRatio"":3.445588,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.651633,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.071847,""analyzeIntervalMs"":40}"
712,r009-0051-59e96f75,9,66,4,5,5,0,118,"{""relativeReattackFactor"":3.37931,""relativeReattackMinDelta"":0.011457,""relativeFluxFactor"":1.498069,""spectralNoveltyRatio"":3.227669,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.640304,""cooldownOverrideMinFlux"":0.029356,""cooldownOverrideMinBandRatio"":0.067629,""analyzeIntervalMs"":40}"
713,r009-0052-934adf2b,9,66,4,5,5,0,119,"{""relativeReattackFactor"":3.345321,""relativeReattackMinDelta"":0.010891,""relativeFluxFactor"":1.438373,""spectralNoveltyRatio"":3.446512,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.523901,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.068406,""analyzeIntervalMs"":40}"
714,r009-0056-e7511717,9,66,4,5,5,0,119,"{""relativeReattackFactor"":3.474317,""relativeReattackMinDelta"":0.011846,""relativeFluxFactor"":1.449146,""spectralNoveltyRatio"":3.237772,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.552933,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.065114,""analyzeIntervalMs"":40}"
715,r009-0057-8061a4be,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.481307,""relativeReattackMinDelta"":0.010747,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.554781,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.66767,""cooldownOverrideMinFlux"":0.029795,""cooldownOverrideMinBandRatio"":0.067802,""analyzeIntervalMs"":40}"
716,r009-0061-848d94ec,9,66,4,5,5,0,118,"{""relativeReattackFactor"":3.509349,""relativeReattackMinDelta"":0.010886,""relativeFluxFactor"":1.484697,""spectralNoveltyRatio"":3.548438,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.493015,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.066171,""analyzeIntervalMs"":40}"
717,r009-0069-078c6994,9,66,4,5,5,0,119,"{""relativeReattackFactor"":3.353287,""relativeReattackMinDelta"":0.01059,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.433513,""spectralNoveltyMinBins"":59,""cooldownFrames"":5,""cooldownOverrideFactor"":2.492448,""cooldownOverrideMinFlux"":0.029383,""cooldownOverrideMinBandRatio"":0.069521,""analyzeIntervalMs"":40}"
718,r009-0071-8c476432,9,66,4,5,5,0,119,"{""relativeReattackFactor"":3.497597,""relativeReattackMinDelta"":0.012063,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.489696,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.600122,""cooldownOverrideMinFlux"":0.02921,""cooldownOverrideMinBandRatio"":0.066341,""analyzeIntervalMs"":40}"
719,r009-0072-786cd6ab,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.503275,""relativeReattackMinDelta"":0.010844,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.415348,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.518649,""cooldownOverrideMinFlux"":0.02908,""cooldownOverrideMinBandRatio"":0.064749,""analyzeIntervalMs"":40}"
720,r009-0076-1b320346,9,66,4,5,5,0,120,"{""relativeReattackFactor"":3.495287,""relativeReattackMinDelta"":0.01204,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.558845,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.543489,""cooldownOverrideMinFlux"":0.029623,""cooldownOverrideMinBandRatio"":0.067323,""analyzeIntervalMs"":40}"
721,r010-0006-af93c149,10,66,4,5,5,0,118,"{""relativeReattackFactor"":3.513798,""relativeReattackMinDelta"":0.011911,""relativeFluxFactor"":1.542062,""spectralNoveltyRatio"":3.421295,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.633753,""cooldownOverrideMinFlux"":0.029398,""cooldownOverrideMinBandRatio"":0.065825,""analyzeIntervalMs"":40}"
722,r010-0014-0574bc7a,10,66,4,5,5,0,118,"{""relativeReattackFactor"":3.467763,""relativeReattackMinDelta"":0.011668,""relativeFluxFactor"":1.494041,""spectralNoveltyRatio"":3.472406,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.69786,""cooldownOverrideMinFlux"":0.029897,""cooldownOverrideMinBandRatio"":0.065699,""analyzeIntervalMs"":40}"
723,r010-0021-35cff906,10,66,4,5,5,0,120,"{""relativeReattackFactor"":3.47436,""relativeReattackMinDelta"":0.010982,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.474342,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.481754,""cooldownOverrideMinFlux"":0.029285,""cooldownOverrideMinBandRatio"":0.06771,""analyzeIntervalMs"":40}"
724,r010-0029-3d820b0f,10,66,4,5,5,0,119,"{""relativeReattackFactor"":3.415776,""relativeReattackMinDelta"":0.010183,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.642773,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.520538,""cooldownOverrideMinFlux"":0.029215,""cooldownOverrideMinBandRatio"":0.069697,""analyzeIntervalMs"":40}"
725,r010-0034-bb737276,10,66,4,5,5,0,120,"{""relativeReattackFactor"":3.428637,""relativeReattackMinDelta"":0.010625,""relativeFluxFactor"":1.409261,""spectralNoveltyRatio"":3.346041,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.584704,""cooldownOverrideMinFlux"":0.028679,""cooldownOverrideMinBandRatio"":0.070456,""analyzeIntervalMs"":40}"
726,r010-0037-981919c2,10,66,4,5,5,0,118,"{""relativeReattackFactor"":3.435856,""relativeReattackMinDelta"":0.011838,""relativeFluxFactor"":1.489694,""spectralNoveltyRatio"":3.673385,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.446261,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.070095,""analyzeIntervalMs"":40}"
727,r010-0041-a48da12f,10,66,4,5,5,0,119,"{""relativeReattackFactor"":3.399827,""relativeReattackMinDelta"":0.011574,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.503945,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.490458,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.065517,""analyzeIntervalMs"":40}"
728,r010-0044-920b8f48,10,66,4,5,5,0,117,"{""relativeReattackFactor"":3.509589,""relativeReattackMinDelta"":0.010405,""relativeFluxFactor"":1.496171,""spectralNoveltyRatio"":3.602312,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.56671,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.066468,""analyzeIntervalMs"":40}"
729,r010-0047-bb578a10,10,66,4,5,5,0,118,"{""relativeReattackFactor"":3.401087,""relativeReattackMinDelta"":0.011779,""relativeFluxFactor"":1.525038,""spectralNoveltyRatio"":3.629788,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.612224,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.068163,""analyzeIntervalMs"":40}"
730,r010-0060-c8dec059,10,66,4,5,5,0,118,"{""relativeReattackFactor"":3.482677,""relativeReattackMinDelta"":0.010005,""relativeFluxFactor"":1.571269,""spectralNoveltyRatio"":3.395037,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.758055,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.072843,""analyzeIntervalMs"":40}"
731,r010-0061-374be124,10,66,4,5,5,0,120,"{""relativeReattackFactor"":3.434161,""relativeReattackMinDelta"":0.012134,""relativeFluxFactor"":1.408671,""spectralNoveltyRatio"":3.342991,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.515288,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.064742,""analyzeIntervalMs"":40}"
732,r010-0065-dd53b98d,10,66,4,5,5,0,118,"{""relativeReattackFactor"":3.473829,""relativeReattackMinDelta"":0.010493,""relativeFluxFactor"":1.55495,""spectralNoveltyRatio"":3.40939,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.637517,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.071293,""analyzeIntervalMs"":40}"
733,r010-0066-82ea7dc3,10,66,4,5,5,0,119,"{""relativeReattackFactor"":3.466397,""relativeReattackMinDelta"":0.011586,""relativeFluxFactor"":1.42289,""spectralNoveltyRatio"":3.297873,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.42693,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.064991,""analyzeIntervalMs"":40}"
734,r010-0074-3dc07e4e,10,66,4,5,5,0,119,"{""relativeReattackFactor"":3.369652,""relativeReattackMinDelta"":0.010823,""relativeFluxFactor"":1.448713,""spectralNoveltyRatio"":3.538122,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.689361,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.068657,""analyzeIntervalMs"":40}"
735,r010-0077-1ee2483f,10,66,4,5,5,0,118,"{""relativeReattackFactor"":3.442173,""relativeReattackMinDelta"":0.010412,""relativeFluxFactor"":1.59675,""spectralNoveltyRatio"":3.718371,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.683412,""cooldownOverrideMinFlux"":0.029662,""cooldownOverrideMinBandRatio"":0.069124,""analyzeIntervalMs"":40}"
736,r011-0006-68f64c3f,11,66,4,5,5,0,119,"{""relativeReattackFactor"":3.468962,""relativeReattackMinDelta"":0.011598,""relativeFluxFactor"":1.446069,""spectralNoveltyRatio"":3.514735,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.57256,""cooldownOverrideMinFlux"":0.029814,""cooldownOverrideMinBandRatio"":0.068234,""analyzeIntervalMs"":40}"
737,r011-0016-d004d2e0,11,66,4,5,5,0,120,"{""relativeReattackFactor"":3.484903,""relativeReattackMinDelta"":0.011257,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.302145,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.608099,""cooldownOverrideMinFlux"":0.029793,""cooldownOverrideMinBandRatio"":0.065719,""analyzeIntervalMs"":40}"
738,r011-0024-ec249ad3,11,66,4,5,5,0,120,"{""relativeReattackFactor"":3.358929,""relativeReattackMinDelta"":0.010811,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.513285,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.574472,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.066172,""analyzeIntervalMs"":40}"
739,r011-0036-bd280aa9,11,66,4,5,5,0,119,"{""relativeReattackFactor"":3.423667,""relativeReattackMinDelta"":0.010978,""relativeFluxFactor"":1.446873,""spectralNoveltyRatio"":3.423069,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.487132,""cooldownOverrideMinFlux"":0.029206,""cooldownOverrideMinBandRatio"":0.065341,""analyzeIntervalMs"":40}"
740,r011-0046-737d078d,11,66,4,5,5,0,120,"{""relativeReattackFactor"":3.453668,""relativeReattackMinDelta"":0.011164,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.470855,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.539503,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.06793,""analyzeIntervalMs"":40}"
741,r011-0054-9327cd27,11,66,4,5,5,0,120,"{""relativeReattackFactor"":3.343259,""relativeReattackMinDelta"":0.010583,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.378961,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.589708,""cooldownOverrideMinFlux"":0.029529,""cooldownOverrideMinBandRatio"":0.065441,""analyzeIntervalMs"":40}"
742,r011-0059-4a3269e1,11,66,4,5,5,0,119,"{""relativeReattackFactor"":3.454364,""relativeReattackMinDelta"":0.010169,""relativeFluxFactor"":1.438284,""spectralNoveltyRatio"":3.384198,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.572454,""cooldownOverrideMinFlux"":0.029668,""cooldownOverrideMinBandRatio"":0.068423,""analyzeIntervalMs"":40}"
743,r011-0060-a45266c4,11,66,4,5,5,0,118,"{""relativeReattackFactor"":3.480826,""relativeReattackMinDelta"":0.010198,""relativeFluxFactor"":1.483377,""spectralNoveltyRatio"":3.236989,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.772611,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069728,""analyzeIntervalMs"":40}"
744,r011-0061-722cbd66,11,66,4,5,5,0,120,"{""relativeReattackFactor"":3.413513,""relativeReattackMinDelta"":0.010665,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.420662,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.439251,""cooldownOverrideMinFlux"":0.029341,""cooldownOverrideMinBandRatio"":0.064549,""analyzeIntervalMs"":40}"
745,r011-0066-60a5e4f7,11,66,4,5,5,0,118,"{""relativeReattackFactor"":3.450771,""relativeReattackMinDelta"":0.011641,""relativeFluxFactor"":1.471176,""spectralNoveltyRatio"":3.418518,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.588097,""cooldownOverrideMinFlux"":0.0291,""cooldownOverrideMinBandRatio"":0.067916,""analyzeIntervalMs"":40}"
746,r011-0067-afce186a,11,66,4,5,5,0,120,"{""relativeReattackFactor"":3.430564,""relativeReattackMinDelta"":0.011323,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.548295,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.648641,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.065083,""analyzeIntervalMs"":40}"
747,r011-0079-2efdb795,11,66,4,5,5,0,119,"{""relativeReattackFactor"":3.489393,""relativeReattackMinDelta"":0.011541,""relativeFluxFactor"":1.437702,""spectralNoveltyRatio"":3.601802,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.651696,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.067188,""analyzeIntervalMs"":40}"
748,r012-0009-fac8ef80,12,66,4,5,5,0,120,"{""relativeReattackFactor"":3.361167,""relativeReattackMinDelta"":0.010179,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.425932,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.515327,""cooldownOverrideMinFlux"":0.028891,""cooldownOverrideMinBandRatio"":0.069426,""analyzeIntervalMs"":40}"
749,r012-0010-bff23c2a,12,66,4,5,5,0,118,"{""relativeReattackFactor"":3.502777,""relativeReattackMinDelta"":0.010156,""relativeFluxFactor"":1.469202,""spectralNoveltyRatio"":3.348029,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.660638,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.073658,""analyzeIntervalMs"":40}"
750,r012-0011-bd070381,12,66,4,5,5,0,117,"{""relativeReattackFactor"":3.40062,""relativeReattackMinDelta"":0.011496,""relativeFluxFactor"":1.495163,""spectralNoveltyRatio"":3.459975,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.59994,""cooldownOverrideMinFlux"":0.029706,""cooldownOverrideMinBandRatio"":0.06616,""analyzeIntervalMs"":40}"
751,r012-0016-568cb59c,12,66,4,5,5,0,120,"{""relativeReattackFactor"":3.425356,""relativeReattackMinDelta"":0.011222,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.430617,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.5629,""cooldownOverrideMinFlux"":0.029328,""cooldownOverrideMinBandRatio"":0.064448,""analyzeIntervalMs"":40}"
752,r012-0024-a247bdef,12,66,4,5,5,0,120,"{""relativeReattackFactor"":3.502108,""relativeReattackMinDelta"":0.010076,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.523328,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.630764,""cooldownOverrideMinFlux"":0.029858,""cooldownOverrideMinBandRatio"":0.069566,""analyzeIntervalMs"":40}"
753,r012-0037-4a505540,12,66,4,5,5,0,120,"{""relativeReattackFactor"":3.381621,""relativeReattackMinDelta"":0.010408,""relativeFluxFactor"":1.403198,""spectralNoveltyRatio"":3.615027,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.653174,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.066261,""analyzeIntervalMs"":40}"
754,r012-0046-710328e6,12,66,4,5,5,0,118,"{""relativeReattackFactor"":3.348561,""relativeReattackMinDelta"":0.011958,""relativeFluxFactor"":1.509485,""spectralNoveltyRatio"":3.445985,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.603679,""cooldownOverrideMinFlux"":0.029681,""cooldownOverrideMinBandRatio"":0.066464,""analyzeIntervalMs"":40}"
755,r012-0047-f4e8b018,12,66,4,5,5,0,118,"{""relativeReattackFactor"":3.37493,""relativeReattackMinDelta"":0.011663,""relativeFluxFactor"":1.501857,""spectralNoveltyRatio"":3.701815,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.652432,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.070197,""analyzeIntervalMs"":40}"
756,r012-0051-8c6a6681,12,66,4,5,5,0,120,"{""relativeReattackFactor"":3.488167,""relativeReattackMinDelta"":0.010866,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.342131,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.5003,""cooldownOverrideMinFlux"":0.029233,""cooldownOverrideMinBandRatio"":0.063879,""analyzeIntervalMs"":40}"
757,r012-0052-c593acb2,12,66,4,5,5,0,120,"{""relativeReattackFactor"":3.349833,""relativeReattackMinDelta"":0.011343,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.473464,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.504145,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.070034,""analyzeIntervalMs"":40}"
758,r012-0072-f0fdf2bf,12,66,4,5,5,0,118,"{""relativeReattackFactor"":3.493373,""relativeReattackMinDelta"":0.010629,""relativeFluxFactor"":1.552739,""spectralNoveltyRatio"":3.685595,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.652713,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.066141,""analyzeIntervalMs"":40}"
759,r012-0075-ce94db33,12,66,4,5,5,0,119,"{""relativeReattackFactor"":3.467995,""relativeReattackMinDelta"":0.009677,""relativeFluxFactor"":1.43497,""spectralNoveltyRatio"":3.215214,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.591385,""cooldownOverrideMinFlux"":0.029944,""cooldownOverrideMinBandRatio"":0.068523,""analyzeIntervalMs"":40}"
760,r012-0077-be98dc84,12,66,4,5,5,0,120,"{""relativeReattackFactor"":3.433591,""relativeReattackMinDelta"":0.011327,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.553979,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.554907,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.067065,""analyzeIntervalMs"":40}"
761,r003-0004-08289330,3,66,4,8,5,0,111,"{""relativeReattackFactor"":3.411701,""relativeReattackMinDelta"":0.011251,""relativeFluxFactor"":3.644358,""spectralNoveltyRatio"":5.013951,""spectralNoveltyMinBins"":64,""cooldownFrames"":5,""cooldownOverrideFactor"":4.413644,""cooldownOverrideMinFlux"":0.020051,""cooldownOverrideMinBandRatio"":0.040171,""analyzeIntervalMs"":45}"
762,r003-0034-125a634c,3,66,4,8,5,0,111,"{""relativeReattackFactor"":3.43586,""relativeReattackMinDelta"":0.011133,""relativeFluxFactor"":3.516928,""spectralNoveltyRatio"":5.309041,""spectralNoveltyMinBins"":62,""cooldownFrames"":5,""cooldownOverrideFactor"":4.524308,""cooldownOverrideMinFlux"":0.014399,""cooldownOverrideMinBandRatio"":0.038347,""analyzeIntervalMs"":45}"
763,r003-0059-8469b9d1,3,66,4,8,5,0,111,"{""relativeReattackFactor"":3.441096,""relativeReattackMinDelta"":0.014902,""relativeFluxFactor"":3.543868,""spectralNoveltyRatio"":4.970599,""spectralNoveltyMinBins"":64,""cooldownFrames"":5,""cooldownOverrideFactor"":4.445478,""cooldownOverrideMinFlux"":0.016626,""cooldownOverrideMinBandRatio"":0.041904,""analyzeIntervalMs"":45}"
764,r005-0003-6d05a6c6,5,66,4,4,6,0,119,"{""relativeReattackFactor"":3.391822,""relativeReattackMinDelta"":0.011885,""relativeFluxFactor"":1.762188,""spectralNoveltyRatio"":2.826152,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.27699,""cooldownOverrideMinFlux"":0.028787,""cooldownOverrideMinBandRatio"":0.0624,""analyzeIntervalMs"":40}"
765,r005-0019-a0e9983c,5,66,4,4,6,0,119,"{""relativeReattackFactor"":3.357075,""relativeReattackMinDelta"":0.011718,""relativeFluxFactor"":2.045554,""spectralNoveltyRatio"":2.439617,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.69872,""cooldownOverrideMinFlux"":0.027594,""cooldownOverrideMinBandRatio"":0.061143,""analyzeIntervalMs"":40}"
